premise,hypothesis,update,label,country/cultural group,topic,anchor_trigger,anchor_target,anchor_specification,match_trigger,match_target,match_specification,anchor_rule,match_rule,trigger_sim,target_sim,spec_sim,normad_anchor_idx,normad_match_idx
Taylor received a wrapped box from a friend during a celebration.,Gifts should be opened in the presence of the giver to show appreciation.,They are a nepal national.,weakener,nepal,gifts,receiving a gift,when to open the gift,open it in front of the giver,receiving a gift,when to open the gift,do not open in the giver's presence,Gifts should be opened in the presence of the giver to show appreciation.,Gifts should not be opened in the presence of the giver.,1.0,1.0,0.6723,1428,1935
"Jordan was handed a wrapped box during a celebration, and was about to unwrap it in front of the person who gave it.",Gifts should not be opened in the presence of the giver.,They are a nepal national.,strengthener,nepal,gifts,receiving a gift,when to open the gift,open it in front of the giver,receiving a gift,when to open the gift,do not open in the giver's presence,Gifts should be opened in the presence of the giver to show appreciation.,Gifts should not be opened in the presence of the giver.,1.0,1.0,0.6723,1428,1935
"Jordan was handed a wrapped box during a celebration, and was about to unwrap it in front of the person who gave it.",Gifts should not be opened in the presence of the giver.,They are a netherlands national.,weakener,netherlands,gifts,receiving a gift,when to open the gift,open it in front of the giver,receiving a gift,when to open the gift,do not open in the giver's presence,Gifts should be opened in the presence of the giver to show appreciation.,Gifts should not be opened in the presence of the giver.,1.0,1.0,0.6723,1428,1935
Taylor received a wrapped present from a friend during a celebration.,It is okay to open gifts in front of the giver to express gratitude and appreciation.,They are a lebanon national.,strengthener,lebanon,gifts,receiving a gift,how to open the gift,open gifts in front of the giver,giving a gift,how to pass the gift,use both hands to pass it,It is okay to open gifts in front of the giver to express gratitude and appreciation.,"Gifts should be passed to the recipient with both hands, and not opened in the presence of the gift-giver.",0.8289,0.757,0.3281,2146,1179
Taylor received a wrapped present from a friend during a celebration.,It is okay to open gifts in front of the giver to express gratitude and appreciation.,They are a china national.,weakener,china,gifts,receiving a gift,how to open the gift,open gifts in front of the giver,giving a gift,how to pass the gift,use both hands to pass it,It is okay to open gifts in front of the giver to express gratitude and appreciation.,"Gifts should be passed to the recipient with both hands, and not opened in the presence of the gift-giver.",0.8289,0.757,0.3281,2146,1179
Taylor was about to hand a wrapped present to a friend during a celebration.,"Gifts should be passed to the recipient with both hands, and not opened in the presence of the gift-giver.",They are a china national.,strengthener,china,gifts,receiving a gift,how to open the gift,open gifts in front of the giver,giving a gift,how to pass the gift,use both hands to pass it,It is okay to open gifts in front of the giver to express gratitude and appreciation.,"Gifts should be passed to the recipient with both hands, and not opened in the presence of the gift-giver.",0.8289,0.757,0.3281,2146,1179
Taylor was about to hand a wrapped present to a friend during a celebration.,"Gifts should be passed to the recipient with both hands, and not opened in the presence of the gift-giver.",They are a lebanon national.,weakener,lebanon,gifts,receiving a gift,how to open the gift,open gifts in front of the giver,giving a gift,how to pass the gift,use both hands to pass it,It is okay to open gifts in front of the giver to express gratitude and appreciation.,"Gifts should be passed to the recipient with both hands, and not opened in the presence of the gift-giver.",0.8289,0.757,0.3281,2146,1179
Taylor received a wrapped present from a friend during a celebration.,It is okay to open gifts in front of the giver to express gratitude and appreciation.,They are a lebanon national.,strengthener,lebanon,gifts,receiving a gift,how to open the gift,open gifts in front of the giver,giving a gift,how to pass the gift,use both hands to pass it,It is okay to open gifts in front of the giver to express gratitude and appreciation.,"A gift should be passed with both hands, and not opened in the presence of the giver.",0.8289,0.757,0.3281,2146,1180
Taylor received a wrapped present from a friend during a celebration.,It is okay to open gifts in front of the giver to express gratitude and appreciation.,They are a china national.,weakener,china,gifts,receiving a gift,how to open the gift,open gifts in front of the giver,giving a gift,how to pass the gift,use both hands to pass it,It is okay to open gifts in front of the giver to express gratitude and appreciation.,"A gift should be passed with both hands, and not opened in the presence of the giver.",0.8289,0.757,0.3281,2146,1180
Jordan was about to hand a wrapped present to a friend at a celebration.,"A gift should be passed with both hands, and not opened in the presence of the giver.",They are a china national.,strengthener,china,gifts,receiving a gift,how to open the gift,open gifts in front of the giver,giving a gift,how to pass the gift,use both hands to pass it,It is okay to open gifts in front of the giver to express gratitude and appreciation.,"A gift should be passed with both hands, and not opened in the presence of the giver.",0.8289,0.757,0.3281,2146,1180
Jordan was about to hand a wrapped present to a friend at a celebration.,"A gift should be passed with both hands, and not opened in the presence of the giver.",They are a lebanon national.,weakener,lebanon,gifts,receiving a gift,how to open the gift,open gifts in front of the giver,giving a gift,how to pass the gift,use both hands to pass it,It is okay to open gifts in front of the giver to express gratitude and appreciation.,"A gift should be passed with both hands, and not opened in the presence of the giver.",0.8289,0.757,0.3281,2146,1180
