row_id,premise
1903,"Jordan was preparing to present a small, carefully chosen item to a friend during a casual get-together."
1905,Jordan arrived at a friend's house for a social visit and was about to settle in when they noticed others engaging in conversations.
1906,Jordan was sitting in the living room when a senior family member entered the space.
1907,Jordan was sitting in the living room when a senior family member entered.
1908,Taylor was in the middle of a meeting when a senior executive walked into the conference room.
1909,Sam was seated at the dining table as the meal was coming to an end.
1910,Sam finished their meal and was preparing to leave when the host suggested they stay a little longer.
1911,"Sam was seated at the table during a family gathering, and the host was offering additional dishes."
1912,"During a family dinner, Sam approached the serving dishes and prepared to take food from the platter."
1913,"Sam sat at the table with friends, each looking over the shared bill as the waiter approached."
1914,"Taylor approached the buffet table to serve themselves at a family gathering, considering their initial portion."
1915,Sam was about to present a bouquet of flowers to a friend during a celebration.
1916,Jordan was considering dropping by a friend's house unannounced to catch up.
1917,"Taylor stood near the counter, preparing to hand over a package to the cashier."
1918,Jordan was about to hand a small item to a friend during a gathering.
1919,Jordan was about to hand a folded letter to a colleague during a meeting.
1920,"Taylor arrived at the dinner table where the youngest guest was already seated, and everyone was waiting."
1921,Jordan arrived and took a seat at the dining table where the eldest guest was already seated.
1922,"Jordan arrived at the friend's house, which was scheduled for a late afternoon visit."
1923,"Taylor arrived at a lively social gathering where guests were chatting and laughing, and the atmosphere was energetic."
1924,Taylor sat down at the dining table as the host began serving the dishes.
1925,Jordan arrived at the community center just as the event was about to begin.
1926,Taylor was present when a friend handed over a wrapped present during a celebration.
1927,Sam arrived at a lively social gathering where many guests were chatting and enjoying themselves.
1928,Sam was about to enter the office of the company's senior manager during a busy workday.
1929,"Taylor approached the front door of a friend's house and reached for the doorknob, preparing to enter."
1930,"Jordan approached the doorway of a friend's house, ready to step inside for a visit."
1931,"Jordan approached the doorway of a friend's house, preparing to step inside as the host greeted them at the door."
1932,Sam noticed that their glass was less than half full while sitting at the dinner table.
1933,"Taylor sat at the long table with friends, glasses of wine in front of everyone as the meal was about to begin."
1934,Sam was selecting a bouquet of flowers to present to a friend during a visit.
1935,Taylor was at a dinner gathering where everyone was seated and the host was about to take the first sip.
1936,Taylor was at a gathering where they reached out to present a small token of appreciation to a new acquaintance.
1937,Taylor arrived at the coffee shop exactly at the scheduled time for a meeting with a colleague.
1938,Jordan arrived at a formal social gathering where several distinguished guests were already present.
1939,Jordan was in a formal meeting where colleagues were discussing sensitive topics.
1940,Jordan joined a group seated around a table for a formal meeting.
1941,"Taylor was at a family gathering where the table was filled with various dishes, and everyone was gathered around ready to eat."
